id,type,title,short_title,score,url,time_tbd,date_tbd,datetime_local,datetime_utc,created_at,query_performer,num_performers,performer_ids,performer_slugs,venue_id,venue_slug,listing_count,average_price,lowest_price_good_deals,lowest_price,highest_price
2694138,concert,Andy Grammer with American Authors,Andy Grammer with American Authors,0.53399,https://seatgeek.com/andy-grammer-with-american-authors-tickets/baltimore-maryland-power-plant-live-2015-07-29-5-pm/concert/2694138/,False,False,2015-07-29T17:00:00,2015-07-29T21:00:00,2015-07-19T00:00:00,12516,2,"[12516, 79516]","[12516, 79516]",6966,power-plant-live,,,,,
2609821,concert,Andy Grammer with American Authors,Andy Grammer with American Authors,0.50624,https://seatgeek.com/andy-grammer-with-american-authors-tickets/birmingham-alabama-iron-city-2015-08-02-7-30-pm/concert/2609821/,False,False,2015-08-02T19:30:00,2015-08-03T00:30:00,2015-05-13T00:00:00,12516,2,"[12516, 79516]","[12516, 79516]",38866,iron-city,15,95.0,,26.0,474.0
2675293,concert,Andy Grammer,Andy Grammer,0.4396,https://seatgeek.com/andy-grammer-tickets/charleston-south-carolina-music-farm-2015-08-03-7-30-pm/concert/2675293/,False,False,2015-08-03T19:30:00,2015-08-03T23:30:00,2015-06-29T00:00:00,12516,1,[12516],[12516],1115,music-farm,1,64,,64,64
2610311,concert,Andy Grammer with American Authors,Andy Grammer with American Authors,0.5238,https://seatgeek.com/andy-grammer-with-american-authors-tickets/dewey-beach-delaware-bottle-cork-2015-08-05-9-pm/concert/2610311/,False,False,2015-08-05T21:00:00,2015-08-06T01:00:00,2015-05-13T00:00:00,12516,2,"[12516, 79516]","[12516, 79516]",8651,bottle-cork,10,168.5,,108,504
2611342,concert,Andy Grammer with American Authors,Andy Grammer with American Authors,0.51536,https://seatgeek.com/andy-grammer-with-american-authors-tickets/glen-allen-virginia-innsbrook-pavilion-2015-08-06-6-pm/concert/2611342/,False,False,2015-08-06T18:00:00,2015-08-06T22:00:00,2015-05-14T00:00:00,12516,2,"[12516, 79516]","[12516, 79516]",506,innsbrook-pavilion,27,67.0,,50.0,118.0
2608938,concert,Andy Grammer,Andy Grammer,0.47087,https://seatgeek.com/andy-grammer-tickets/sayreville-new-jersey-starland-ballroom-2015-08-07-8-pm/concert/2608938/,False,False,2015-08-07T20:00:00,2015-08-08T00:00:00,2015-05-12T00:00:00,12516,1,[12516],[12516],233,starland-ballroom,14,135.0,,62.0,474.0
2611470,concert,Andy Grammer with American Authors,Andy Grammer with American Authors,0.54726,https://seatgeek.com/andy-grammer-with-american-authors-tickets/webster-massachusetts-indian-ranch-2015-08-08-2-pm/concert/2611470/,False,False,2015-08-08T14:00:00,2015-08-08T18:00:00,2015-05-14T00:00:00,12516,2,"[12516, 79516]","[12516, 79516]",2317,indian-ranch,46,100.5,92.0,58.0,273.0
2610609,concert,Andy Grammer with American Authors,Andy Grammer with American Authors,0.53696,https://seatgeek.com/andy-grammer-with-american-authors-tickets/hampton-beach-new-hampshire-hampton-beach-casino-ballroom-2015-08-09-8-pm/concert/2610609/,False,False,2015-08-09T20:00:00,2015-08-10T00:00:00,2015-05-13T00:00:00,12516,2,"[12516, 79516]","[12516, 79516]",579,hampton-beach-casino-ballroom,19,168.0,,50.0,474.0
2609908,concert,Andy Grammer with American Authors,Andy Grammer with American Authors,0.52742,https://seatgeek.com/andy-grammer-with-american-authors-tickets/kalamazoo-michigan-district-square-2015-08-11-6-30-pm/concert/2609908/,False,False,2015-08-11T18:30:00,2015-08-11T22:30:00,2015-05-13T00:00:00,12516,2,"[12516, 79516]","[12516, 79516]",52437,district-square,0,,,,
2611609,concert,Andy Grammer with American Authors,Andy Grammer with American Authors,0.51287,https://seatgeek.com/andy-grammer-with-american-authors-tickets/louisville-kentucky-mercury-ballroom-2015-08-12-7-30-pm/concert/2611609/,False,False,2015-08-12T19:30:00,2015-08-12T23:30:00,2015-05-14T00:00:00,12516,2,"[12516, 79516]","[12516, 79516]",57671,mercury-ballroom,21,119.14,,46,459
2661677,concert,Florence and the Machine,Florence and the Machine,0.66315,https://seatgeek.com/florence-and-the-machine-tickets/st-kilda-palais-theatre-2015-07-22-7-pm/concert/2661677/,False,False,2015-07-22T19:00:00,2015-07-22T09:00:00,2015-06-24T00:00:00,2378,1,[2378],[2378],8011,palais-theatre,,,,,
2641415,concert,Florence and the Machine,Florence and the Machine,0.66315,https://seatgeek.com/florence-and-the-machine-tickets/sydney-state-theatre-32-2015-07-23-8-30-pm/concert/2641415/,False,False,2015-07-23T20:30:00,2015-07-23T10:30:00,2015-06-07T00:00:00,2378,1,[2378],[2378],5059,state-theatre-32,,,,,
2452328,music_festival,"Osheaga Music & Arts Festival with Weezer, Interpol, Florence and the Machine","Osheaga Music & Arts Festival with Weezer, Interpol, Florence and the Machine",0.58703,https://seatgeek.com/osheaga-music-arts-festival-with-weezer-interpol-florence-and-the-machine-tickets/montreal-parc-jean-drapeau-2015-07-31-3-30-am/music-festival/2452328/,True,False,2015-07-31T03:30:00,2015-07-31T07:30:00,2014-12-15T00:00:00,2378,74,"[89, 362, 574, 890, 1314, 1673, 1768, 1774, 1824, 1901, 2378, 2398, 4145, 4417, 4521, 4698, 4772, 4791, 4939, 5202, 6102, 6170, 6182, 6322, 6955, 7499, 7634, 8741, 11306, 13719, 14279, 15107, 15670, 15962, 16709, 16792, 16801, 16934, 16943, 17082, 17842, 18396, 18437, 19219, 22339, 22730, 26020, 26443, 28539, 30248, 38224, 40100, 40342, 43164, 46160, 59227, 61049, 68033, 71524, 94867, 97574, 102703, 105219, 126369, 134456, 142574, 143881, 160147, 160227, 161137, 162066, 195842, 202036, 246296]","[89, 362, 574, 890, 1314, 1673, 1768, 1774, 1824, 1901, 2378, 2398, 4145, 4417, 4521, 4698, 4772, 4791, 4939, 5202, 6102, 6170, 6182, 6322, 6955, 7499, 7634, 8741, 11306, 13719, 14279, 15107, 15670, 15962, 16709, 16792, 16801, 16934, 16943, 17082, 17842, 18396, 18437, 19219, 22339, 22730, 26020, 26443, 28539, 30248, 38224, 40100, 40342, 43164, 46160, 59227, 61049, 68033, 71524, 94867, 97574, 102703, 105219, 126369, 134456, 142574, 143881, 160147, 160227, 161137, 162066, 195842, 202036, 246296]",5120,parc-jean-drapeau,,,,,
2563446,music_festival,"Osheaga Music & Arts Festival (3 Day Pass) with Weezer, Interpol, Florence and the Machine","Osheaga Music & Arts Festival (3 Day Pass) with Weezer, Interpol, Florence and the Machine",0.59664,https://seatgeek.com/osheaga-music-arts-festival-3-day-pass-with-weezer-interpol-florence-and-the-machine-tickets/montreal-parc-jean-drapeau-2015-07-31-1-pm/music-festival/2563446/,False,False,2015-07-31T13:00:00,2015-07-31T17:00:00,2015-03-25T00:00:00,2378,86,"[89, 275, 362, 574, 810, 890, 1314, 1673, 1768, 1774, 1824, 1901, 2378, 2398, 4145, 4417, 4521, 4772, 4791, 4939, 5202, 6102, 6170, 6182, 6322, 6955, 7499, 7634, 8741, 9719, 11306, 13719, 14279, 15107, 15670, 15962, 16709, 16792, 16801, 16934, 16943, 17082, 17842, 18396, 18437, 19219, 26020, 26443, 28539, 38224, 40172, 40342, 43164, 59141, 61049, 62195, 71524, 94867, 97574, 100845, 102703, 105219, 126369, 141310, 142574, 143881, 152016, 152080, 160227, 161137, 162066, 195842, 247194, 258952, 263458, 266387, 267488, 270589, 272390, 276657, 276698, 282012, 283243, 290383, 293035, 305376]","[89, 275, 362, 574, 810, 890, 1314, 1673, 1768, 1774, 1824, 1901, 2378, 2398, 4145, 4417, 4521, 4772, 4791, 4939, 5202, 6102, 6170, 6182, 6322, 6955, 7499, 7634, 8741, 9719, 11306, 13719, 14279, 15107, 15670, 15962, 16709, 16792, 16801, 16934, 16943, 17082, 17842, 18396, 18437, 19219, 26020, 26443, 28539, 38224, 40172, 40342, 43164, 59141, 61049, 62195, 71524, 94867, 97574, 100845, 102703, 105219, 126369, 141310, 142574, 143881, 152016, 152080, 160227, 161137, 162066, 195842, 247194, 258952, 263458, 266387, 267488, 270589, 272390, 276657, 276698, 282012, 283243, 290383, 293035, 305376]",5120,parc-jean-drapeau,7,1371.0,,709.0,1454.0
2290498,music_festival,"Lollapalooza (Friday Pass) with Metallica, Kid Cudi, Florence and the Machine","Lollapalooza (Friday Pass) with Metallica, Kid Cudi, Florence and the Machine",0.80223,https://seatgeek.com/lollapalooza-friday-pass-with-metallica-kid-cudi-florence-and-the-machine-tickets/chicago-illinois-grant-park-1-2015-07-31-12-pm/music-festival/2290498/,False,False,2015-07-31T12:00:00,2015-07-31T17:00:00,2014-08-17T00:00:00,2378,84,"[45, 262, 362, 488, 585, 800, 1026, 1408, 1739, 1952, 2378, 2452, 2482, 4145, 4521, 4694, 4772, 5202, 6284, 6955, 7634, 8736, 8872, 9719, 9903, 9980, 11885, 12343, 13719, 13733, 14236, 14274, 14279, 14862, 14998, 15670, 16218, 16709, 16792, 16801, 16934, 17545, 18437, 18887, 20498, 20584, 22915, 24664, 26020, 26443, 33315, 37668, 40342, 46160, 61332, 61991, 70123, 82869, 94867, 97574, 97997, 98457, 103163, 105219, 107510, 133169, 133456, 134456, 141310, 143881, 144654, 144763, 152016, 160147, 160227, 160469, 161137, 162066, 202282, 213583, 235720, 236895, 266387, 303766]","[45, 262, 362, 488, 585, 800, 1026, 1408, 1739, 1952, 2378, 2452, 2482, 4145, 4521, 4694, 4772, 5202, 6284, 6955, 7634, 8736, 8872, 9719, 9903, 9980, 11885, 12343, 13719, 13733, 14236, 14274, 14279, 14862, 14998, 15670, 16218, 16709, 16792, 16801, 16934, 17545, 18437, 18887, 20498, 20584, 22915, 24664, 26020, 26443, 33315, 37668, 40342, 46160, 61332, 61991, 70123, 82869, 94867, 97574, 97997, 98457, 103163, 105219, 107510, 133169, 133456, 134456, 141310, 143881, 144654, 144763, 152016, 160147, 160227, 160469, 161137, 162066, 202282, 213583, 235720, 236895, 266387, 303766]",8298,grant-park-1,340,192.5,,157.0,2434.0
2290499,concert,Nicky Romero with Lollapalooza and Stromae and Bassnectar and Sheppard,Nicky Romero with Lollapalooza and Stromae and Bassnectar and Sheppard,0.79884,https://seatgeek.com/nicky-romero-with-lollapalooza-and-stromae-and-bassnectar-and-sheppard-tickets/chicago-illinois-grant-park-1-2015-08-02-12-pm/concert/2290499/,False,False,2015-08-02T12:00:00,2015-08-02T17:00:00,2014-08-17T00:00:00,2378,36,"[262, 800, 1952, 2378, 2482, 4772, 5202, 8736, 8872, 11885, 12829, 14279, 15670, 16218, 16288, 17545, 18437, 18887, 20498, 23851, 24664, 40342, 59141, 75308, 133169, 144654, 247194, 258993, 259930, 267488, 269734, 272390, 288630, 302586, 304121, 314495]","[262, 800, 1952, 2378, 2482, 4772, 5202, 8736, 8872, 11885, 12829, 14279, 15670, 16218, 16288, 17545, 18437, 18887, 20498, 23851, 24664, 40342, 59141, 75308, 133169, 144654, 247194, 258993, 259930, 267488, 269734, 272390, 288630, 302586, 304121, 314495]",8298,grant-park-1,165,205.0,,176.0,970.0
2579212,concert,Florence and the Machine with Papa,Florence and the Machine with Papa,0.68931,https://seatgeek.com/florence-and-the-machine-with-papa-tickets/morrison-colorado-red-rocks-amphitheatre-2015-08-03-8-pm/concert/2579212/,False,False,2015-08-03T20:00:00,2015-08-04T02:00:00,2015-04-01T00:00:00,2378,2,"[2378, 22516]","[2378, 22516]",196,red-rocks-amphitheatre,220,293.0,179.0,179.0,789.0
2453043,music_festival,"Oya Festival with Beck, Florence and the Machine, Belle and Sebastian","Oya Festival with Beck, Florence and the Machine, Belle and Sebastian",0.0,https://seatgeek.com/oya-festival-with-beck-florence-and-the-machine-belle-and-sebastian-tickets/oslo-toyenparken-2015-08-12-3-30-am/music-festival/2453043/,True,False,2015-08-12T03:30:00,2015-08-12T01:30:00,2014-12-15T00:00:00,2378,37,"[269, 1205, 1651, 2378, 4417, 4694, 5366, 6182, 6955, 9751, 10720, 13719, 16342, 16792, 16841, 16934, 24114, 25337, 26019, 31236, 33074, 38399, 41906, 43608, 59227, 65335, 89157, 97617, 99955, 109431, 112563, 157711, 161859, 165233, 196649, 244840, 246298]","[269, 1205, 1651, 2378, 4417, 4694, 5366, 6182, 6955, 9751, 10720, 13719, 16342, 16792, 16841, 16934, 24114, 25337, 26019, 31236, 33074, 38399, 41906, 43608, 59227, 65335, 89157, 97617, 99955, 109431, 112563, 157711, 161859, 165233, 196649, 244840, 246298]",63915,toyenparken,0,,,,
2314686,concert,Electric Picnic with Django Django and Battles and Roisin Murphy and Hot Chip,Electric Picnic with Django Django and Battles and Roisin Murphy and Hot Chip,0.44376,https://seatgeek.com/electric-picnic-with-django-django-and-battles-and-roisin-murphy-and-hot-chip-tickets/stradbally-stradbally-hall-2015-09-04-7-pm/concert/2314686/,False,False,2015-09-04T19:00:00,2015-09-04T18:00:00,2014-09-03T00:00:00,2378,22,"[809, 1307, 1965, 2378, 4145, 4939, 5366, 6284, 6955, 7816, 8986, 9176, 13753, 22915, 23938, 37016, 84107, 105023, 121373, 133456, 196982, 246587]","[809, 1307, 1965, 2378, 4145, 4939, 5366, 6284, 6955, 7816, 8986, 9176, 13753, 22915, 23938, 37016, 84107, 105023, 121373, 133456, 196982, 246587]",9667,stradbally-hall,0,,,,
2642683,concert,Florence and the Machine with The Staves,Florence and the Machine with The Staves,0.60774,https://seatgeek.com/florence-and-the-machine-with-the-staves-tickets/belfast-uk-odyssey-arena-2015-09-09-6-30-pm/concert/2642683/,False,False,2015-09-09T18:30:00,2015-09-09T17:30:00,2015-06-09T00:00:00,2378,2,"[2378, 22869]","[2378, 22869]",3536,odyssey-arena,3,279,,270,290
2479749,concert,Fall Out Boy with Wiz Khalifa and Hoodie Allen,Fall Out Boy with Wiz Khalifa and Hoodie Allen,0.6376,https://seatgeek.com/fall-out-boy-with-wiz-khalifa-and-hoodie-allen-tickets/bonner-springs-kansas-cricket-wireless-amphitheater-ks-2015-07-21-7-pm/concert/2479749/,False,False,2015-07-21T19:00:00,2015-07-22T00:00:00,2015-01-16T00:00:00,4311,3,"[81, 4311, 7098]","[81, 4311, 7098]",170,cricket-wireless-amphitheater-ks,23,70.0,89.0,39.0,93.0
2479760,concert,Fall Out Boy with Wiz Khalifa and Hoodie Allen,Fall Out Boy with Wiz Khalifa and Hoodie Allen,0.67649,https://seatgeek.com/fall-out-boy-with-wiz-khalifa-and-hoodie-allen-tickets/tulsa-oklahoma-bok-center-2015-07-22-7-pm/concert/2479760/,False,False,2015-07-22T19:00:00,2015-07-23T00:00:00,2015-01-16T00:00:00,4311,3,"[81, 4311, 7098]","[81, 4311, 7098]",85,bok-center,77,82.0,68.0,68.0,131.0
2584492,concert,Fall Out Boy with Wiz Khalifa,Fall Out Boy with Wiz Khalifa,0.65704,https://seatgeek.com/fall-out-boy-with-wiz-khalifa-tickets/the-woodlands-texas-the-cynthia-woods-mitchell-pavilion-1-2015-07-24-7-pm/concert/2584492/,False,False,2015-07-24T19:00:00,2015-07-25T00:00:00,2015-04-07T00:00:00,4311,2,"[81, 4311]","[81, 4311]",55,the-cynthia-woods-mitchell-pavilion-1,129,84.0,55.0,55.0,773.0
2479196,concert,Fall Out Boy with Wiz Khalifa and Hoodie Allen,Fall Out Boy with Wiz Khalifa and Hoodie Allen,0.69263,https://seatgeek.com/fall-out-boy-with-wiz-khalifa-and-hoodie-allen-tickets/dallas-texas-gexa-energy-pavilion-2015-07-25-7-pm/concert/2479196/,False,False,2015-07-25T19:00:00,2015-07-26T00:00:00,2015-01-16T00:00:00,4311,3,"[81, 4311, 7098]","[81, 4311, 7098]",54,gexa-energy-pavilion,487,105.0,44.0,44.0,1424.0
2478876,concert,Fall Out Boy with Wiz Khalifa and Hoodie Allen,Fall Out Boy with Wiz Khalifa and Hoodie Allen,0.67606,https://seatgeek.com/fall-out-boy-with-wiz-khalifa-and-hoodie-allen-tickets/austin-texas-austin360-amphitheater-1-2015-07-26-7-pm/concert/2478876/,False,False,2015-07-26T19:00:00,2015-07-27T00:00:00,2015-01-16T00:00:00,4311,3,"[81, 4311, 7098]","[81, 4311, 7098]",42026,austin360-amphitheater-1,168,62.0,,38.0,719.0
2479437,concert,Fall Out Boy with Wiz Khalifa and Hoodie Allen,Fall Out Boy with Wiz Khalifa and Hoodie Allen,0.65823,https://seatgeek.com/fall-out-boy-with-wiz-khalifa-and-hoodie-allen-tickets/albuquerque-new-mexico-isleta-amphitheater-2015-07-28-7-pm/concert/2479437/,False,False,2015-07-28T19:00:00,2015-07-29T01:00:00,2015-01-16T00:00:00,4311,3,"[81, 4311, 7098]","[81, 4311, 7098]",3701,isleta-amphitheater,275,61.0,63.0,29.0,734.0
2479735,concert,Fall Out Boy with Wiz Khalifa and Hoodie Allen,Fall Out Boy with Wiz Khalifa and Hoodie Allen,0.66518,https://seatgeek.com/fall-out-boy-with-wiz-khalifa-and-hoodie-allen-tickets/englewood-colorado-fiddler-s-green-amphitheatre-2015-07-29-7-pm/concert/2479735/,False,False,2015-07-29T19:00:00,2015-07-30T01:00:00,2015-01-16T00:00:00,4311,3,"[81, 4311, 7098]","[81, 4311, 7098]",3703,fiddler-s-green-amphitheatre,228,115.0,63.0,63.0,762.0
2601932,concert,Fall Out Boy with Wiz Khalifa and Hoodie Allen,Fall Out Boy with Wiz Khalifa and Hoodie Allen,0.64339,https://seatgeek.com/fall-out-boy-with-wiz-khalifa-and-hoodie-allen-tickets/west-valley-city-utah-usana-amphitheatre-2015-07-30-7-pm/concert/2601932/,False,False,2015-07-30T19:00:00,2015-07-31T01:00:00,2015-05-02T00:00:00,4311,3,"[81, 4311, 7098]","[81, 4311, 7098]",77,usana-amphitheatre,126,169.0,127.0,39.0,708.0
2608962,concert,Wiz Khalifa,Wiz Khalifa,0.57164,https://seatgeek.com/wiz-khalifa-tickets/nampa-idaho-idaho-center-2015-07-31-7-30-pm/concert/2608962/,False,False,2015-07-31T19:30:00,2015-08-01T01:30:00,2015-05-12T00:00:00,4311,1,[4311],[4311],5118,idaho-center,22,75.0,,67.0,135.0
2479530,concert,Fall Out Boy with Wiz Khalifa and Hoodie Allen,Fall Out Boy with Wiz Khalifa and Hoodie Allen,0.66185,https://seatgeek.com/fall-out-boy-with-wiz-khalifa-and-hoodie-allen-tickets/ridgefield-washington-amphitheater-northwest-2015-08-01-7-pm/concert/2479530/,False,False,2015-08-01T19:00:00,2015-08-02T02:00:00,2015-01-16T00:00:00,4311,3,"[81, 4311, 7098]","[81, 4311, 7098]",3062,amphitheater-northwest,312,82.0,40.0,40.0,6271.0
2613136,concert,Zedd,Zedd,0.58781,https://seatgeek.com/zedd-tickets/las-vegas-nevada-xs-the-nightclub-at-encore-2015-07-24-10-pm/concert/2613136/,False,False,2015-07-24T22:00:00,2015-07-25T05:00:00,2015-05-16T00:00:00,16700,1,[16700],[16700],3243,xs-the-nightclub-at-encore,,,,,
2601224,concert,Zedd,Zedd,0.58735,https://seatgeek.com/zedd-tickets/las-vegas-nevada-encore-beach-club-2015-07-25-11-am/concert/2601224/,False,False,2015-07-25T11:00:00,2015-07-25T18:00:00,2015-05-01T00:00:00,16700,1,[16700],[16700],8719,encore-beach-club,,,,,
2443320,concert,Nature One with Moonbootica and Deniz Koyu and Kryder and DJ Emerson,Nature One with Moonbootica and Deniz Koyu and Kryder and DJ Emerson,0.0,https://seatgeek.com/nature-one-with-moonbootica-and-deniz-koyu-and-kryder-and-dj-emerson-tickets/kastellaun-germany-raketenbasis-pydna-2015-07-31-3-30-am/concert/2443320/,True,False,2015-07-31T03:30:00,2015-07-31T01:30:00,2014-12-15T00:00:00,16700,38,"[11506, 12613, 16700, 22564, 22621, 22719, 23656, 27251, 28003, 28006, 28015, 28016, 28019, 28027, 28338, 32862, 32866, 39632, 43763, 47833, 51935, 56407, 57612, 77074, 110791, 112803, 112808, 114267, 127828, 137694, 152779, 159666, 162619, 196081, 219637, 230406, 236858, 299913]","[11506, 12613, 16700, 22564, 22621, 22719, 23656, 27251, 28003, 28006, 28015, 28016, 28019, 28027, 28338, 32862, 32866, 39632, 43763, 47833, 51935, 56407, 57612, 77074, 110791, 112803, 112808, 114267, 127828, 137694, 152779, 159666, 162619, 196081, 219637, 230406, 236858, 299913]",10114,raketenbasis-pydna,,,,,
2632085,concert,Zedd with Martin Solveig,Zedd with Martin Solveig,0.60768,https://seatgeek.com/zedd-with-martin-solveig-tickets/las-vegas-nevada-xs-the-nightclub-at-encore-2015-08-22-10-pm/concert/2632085/,False,False,2015-08-22T22:00:00,2015-08-23T05:00:00,2015-05-30T00:00:00,16700,2,"[12444, 16700]","[12444, 16700]",3243,xs-the-nightclub-at-encore,,,,,
2601214,concert,Zedd,Zedd,0.58735,https://seatgeek.com/zedd-tickets/las-vegas-nevada-encore-beach-club-2015-08-23-11-am/concert/2601214/,False,False,2015-08-23T11:00:00,2015-08-23T18:00:00,2015-05-01T00:00:00,16700,1,[16700],[16700],8719,encore-beach-club,,,,,
2632083,concert,Zedd,Zedd,0.58781,https://seatgeek.com/zedd-tickets/las-vegas-nevada-xs-the-nightclub-at-encore-2015-08-28-10-pm/concert/2632083/,False,False,2015-08-28T22:00:00,2015-08-29T05:00:00,2015-05-30T00:00:00,16700,1,[16700],[16700],3243,xs-the-nightclub-at-encore,,,,,
